0,188
10,1151
20,3533
30,42837
40,80671
50,2.3719e+05
60,3.1531e+05
70,3.6558e+05
80,3.683e+05
90,4.6759e+05
100,5.5709e+05
110,5.3083e+05
120,4.9385e+05
130,5.1626e+05
140,5.6337e+05
150,6.0866e+05
